City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1058,Teya,RU,60.3778,92.6267,23.77,95,100,4.65,overcast clouds
1059,Saint-Philippe,RE,-21.3585,55.7679,74.79,70,5,7.45,clear sky
1060,Esperance,AU,-33.8667,121.9,55.24,78,99,20.22,overcast clouds
1061,Atuona,PF,-9.8,-139.0333,78.55,69,1,14.81,clear sky
1062,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1063,Spencer,US,43.1414,-95.1444,24.84,82,89,11.39,overcast clouds
1064,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1065,Hovd,MN,48.0056,91.6419,23.99,43,40,6.44,scattered clouds
1066,Hermanus,ZA,-34.4187,19.2345,67.8,69,0,18.16,clear sky
1067,Balabac,PH,7.9868,117.0645,81.09,83,90,7.09,overcast clouds
1068,Prince Rupert,CA,54.3161,-130.3201,37.09,92,100,10.36,mist
1069,Avarua,CK,-21.2078,-159.775,71.65,68,75,5.75,broken clouds
1070,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1071,San Patricio,US,28.017,-97.5169,56.16,49,76,13.96,broken clouds
1072,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1073,Hualmay,PE,-11.0964,-77.6139,69.58,69,47,10.25,scattered clouds
1074,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1075,Airai,TL,-8.9266,125.4092,62.42,94,98,0.6,overcast clouds
1076,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1077,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
1078,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1079,Hobart,AU,-42.8794,147.3294,50.05,82,100,2.3,overcast clouds
1080,Kulhudhuffushi,MV,6.6221,73.07,82.04,75,100,9.4,overcast clouds
1081,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1082,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1083,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1084,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1085,Tucuman,AR,-26.8241,-65.2226,87.8,42,20,4.61,few clouds
1086,Iqaluit,CA,63.7506,-68.5145,6.53,77,75,4.61,light snow
1087,Nanortalik,GL,60.1432,-45.2371,30.13,79,73,2.51,broken clouds
1088,Port Elizabeth,ZA,-33.918,25.5701,69.1,94,40,17.27,scattered clouds
1089,Likasi,CD,-10.9814,26.7333,64.49,93,92,3.62,overcast clouds
1090,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1091,Bluff,NZ,-46.6,168.3333,48.51,86,85,7.54,overcast clouds
1092,Bluff,NZ,-46.6,168.3333,48.51,86,85,7.54,overcast clouds
1093,Severo-Kurilsk,RU,50.6789,156.125,33.85,63,78,15.43,broken clouds
1094,Salinas,US,36.6777,-121.6555,51.82,77,100,5.75,overcast clouds
1095,Saldanha,ZA,-33.0117,17.9442,68.05,80,0,11.63,clear sky
1096,Vincennes,FR,48.85,2.4333,57.99,82,0,5.75,clear sky
1097,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1098,Saint-Philippe,RE,-21.3585,55.7679,74.79,70,5,7.45,clear sky
1099,Iqaluit,CA,63.7506,-68.5145,6.53,77,75,4.61,light snow
1100,Cap Malheureux,MU,-19.9842,57.6142,71.47,65,12,5.01,few clouds
1101,Portland,US,45.5234,-122.6762,42.82,76,75,5.99,broken clouds
1102,Bredasdorp,ZA,-34.5322,20.0403,67.98,49,0,19.69,clear sky
1103,Vardo,NO,70.3705,31.1107,39.18,81,100,25.32,overcast clouds
1104,Romny,UA,50.751,33.4747,46.94,83,2,15.01,clear sky
1105,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1106,Sokoto,NG,13.0609,5.239,87.84,19,2,7.25,clear sky
1107,Hasaki,JP,35.7333,140.8333,52.2,79,4,10.2,clear sky
1108,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1109,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1110,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1111,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1112,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,73,75,13.8,broken clouds
1113,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1114,Qui Nhon,VN,13.7667,109.2333,76.33,89,100,8.97,heavy intensity rain
1115,Nowa Sol,PL,51.8033,15.717,50.94,78,75,2.01,broken clouds
1116,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,81,0,10.36,clear sky
1117,Kapaa,US,22.0752,-159.319,75.18,79,40,20.71,light rain
1118,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1119,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1120,Pitimbu,BR,-7.4706,-34.8086,84.79,70,66,10.09,broken clouds
1121,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1122,Inirida,CO,3.8653,-67.9239,93.94,47,83,2.13,moderate rain
1123,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,79,100,12.84,overcast clouds
1124,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,86,75,10.36,broken clouds
1125,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1126,Dandong,CN,40.1292,124.3947,36.28,69,100,20.54,overcast clouds
1127,Port Alfred,ZA,-33.5906,26.891,66.18,95,97,16.62,light rain
1128,Tilichiki,RU,60.4667,166.1,15.53,90,100,7.0,overcast clouds
1129,Karratha,AU,-20.7377,116.8463,74.77,50,0,10.63,light rain
1130,Mar Del Plata,AR,-38.0023,-57.5575,74.82,96,40,13.8,light rain
1131,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,74,40,19.57,scattered clouds
1132,Severo-Kurilsk,RU,50.6789,156.125,33.85,63,78,15.43,broken clouds
1133,Qaanaaq,GL,77.484,-69.3632,-0.87,64,8,5.55,clear sky
1134,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1135,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,23.02,scattered clouds
1136,Dikson,RU,73.5069,80.5464,-8.82,99,90,4.79,overcast clouds
1137,Thinadhoo,MV,0.5333,72.9333,81.46,77,67,13.51,broken clouds
1138,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,74,40,19.57,scattered clouds
1139,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,23.02,scattered clouds
1140,Puerto Quijarro,BO,-17.7833,-57.7667,100.26,28,76,9.31,light rain
1141,Upernavik,GL,72.7868,-56.1549,10.29,85,54,12.24,broken clouds
1142,Obo,CF,5.3998,26.4869,72.36,56,100,1.54,overcast clouds
1143,Qaanaaq,GL,77.484,-69.3632,-0.87,64,8,5.55,clear sky
1144,Nara,JP,34.6851,135.8049,61.5,63,0,3.18,clear sky
1145,Deputatskiy,RU,69.3,139.9,-21.71,100,94,3.67,overcast clouds
1146,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1147,Mar Del Plata,AR,-38.0023,-57.5575,74.82,96,40,13.8,light rain
1148,Puerto Ayora,EC,-0.7393,-90.3518,76.96,80,74,8.01,broken clouds
1149,Hofn,IS,64.2539,-15.2082,44.22,81,64,1.05,broken clouds
1150,Hilo,US,19.7297,-155.09,68.25,83,0,3.44,clear sky
1151,Saskylakh,RU,71.9167,114.0833,-23.3,100,100,4.34,overcast clouds
1152,Bluff,NZ,-46.6,168.3333,48.51,86,85,7.54,overcast clouds
1153,East London,ZA,-33.0153,27.9116,68.94,100,75,9.22,thunderstorm with rain
1154,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1155,Tiksi,RU,71.6872,128.8694,-17.88,100,73,0.98,broken clouds
1156,Swan Hill,AU,-35.3378,143.5544,61.56,95,85,8.14,light rain
1157,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1158,Abong Mbang,CM,3.9833,13.1833,72.77,78,45,2.89,scattered clouds
1159,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1160,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,81,0,10.36,clear sky
1161,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,86,75,10.36,broken clouds
1162,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1163,Severo-Kurilsk,RU,50.6789,156.125,33.85,63,78,15.43,broken clouds
1164,Fleetwood,GB,53.9253,-3.0109,53.58,87,40,12.66,scattered clouds
1165,Avera,US,33.194,-82.5271,72.91,63,12,12.93,few clouds
1166,San Ramon,US,37.7799,-121.978,51.73,91,40,3.44,scattered clouds
1167,Sao Filipe,CV,14.8961,-24.4956,76.39,77,75,12.3,broken clouds
1168,Pasighat,IN,28.0667,95.3333,63.52,72,4,3.33,clear sky
1169,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1170,Jaca,ES,42.569,-0.5499,58.12,62,16,4.81,few clouds
1171,Rioja,AR,-29.4111,-66.8507,76.19,56,84,9.33,broken clouds
1172,Srednekolymsk,RU,67.45,153.6833,-12.28,97,100,11.14,overcast clouds
1173,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,23.02,scattered clouds
1174,Sao Filipe,CV,14.8961,-24.4956,76.39,77,75,12.3,broken clouds
1175,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
1176,Resplendor,BR,-19.3256,-41.2553,80.02,73,99,1.61,overcast clouds
1177,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,86,75,10.36,broken clouds
1178,Morondava,MG,-20.2833,44.2833,79.79,76,47,15.03,moderate rain
1179,Souillac,MU,-20.5167,57.5167,73.78,68,20,3.44,few clouds
1180,Miquelon,PM,47.0975,-56.3814,48.2,96,100,28.9,moderate rain
1181,Arcachon,FR,44.5875,-1.0519,68.05,68,0,4.61,clear sky
1182,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1183,Virginia Beach,US,36.8529,-75.978,76.01,68,20,9.22,few clouds
1184,Dharur,IN,18.8167,76.1167,67.33,60,81,7.47,broken clouds
1185,Bluff,NZ,-46.6,168.3333,48.51,86,85,7.54,overcast clouds
1186,Faya,SA,18.3851,42.4509,62.71,67,52,5.66,broken clouds
1187,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1188,Tuatapere,NZ,-46.1333,167.6833,47.07,72,84,2.86,light rain
1189,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1190,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1191,Qaanaaq,GL,77.484,-69.3632,-0.87,64,8,5.55,clear sky
1192,Jamestown,US,42.097,-79.2353,43.02,80,100,10.36,overcast clouds
1193,Fortuna,US,40.5982,-124.1573,45.36,97,66,8.01,broken clouds
1194,Margate,GB,51.3813,1.3862,55.31,91,81,9.71,broken clouds
1195,Lundazi,ZM,-12.2929,33.1782,72.16,61,88,8.48,overcast clouds
1196,Divnogorsk,RU,55.9594,92.3619,32.74,75,45,8.52,scattered clouds
1197,La Ronge,CA,55.1001,-105.2842,14.25,73,100,12.66,light snow
1198,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1199,Avarua,CK,-21.2078,-159.775,71.65,68,75,5.75,broken clouds
1200,Bredasdorp,ZA,-34.5322,20.0403,67.98,49,0,19.69,clear sky
1201,Mahebourg,MU,-20.4081,57.7,73.69,68,20,3.44,few clouds
1202,Kapaa,US,22.0752,-159.319,75.18,79,40,20.71,light rain
1203,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1204,Luwuk,ID,-0.9516,122.7875,77.97,86,69,2.33,broken clouds
1205,Nyeri,KE,-0.4201,36.9476,57.42,95,100,2.51,light rain
1206,Cabo San Lucas,MX,22.8909,-109.9124,79.05,57,74,2.33,broken clouds
1207,Cabo San Lucas,MX,22.8909,-109.9124,79.05,57,74,2.33,broken clouds
1208,Clyde River,CA,70.4692,-68.5914,-12.77,84,0,4.61,clear sky
1209,Cruz Alta,BR,-28.6386,-53.6064,85.08,42,79,2.95,moderate rain
1210,Evensk,RU,61.95,159.2333,9.84,94,99,6.2,overcast clouds
1211,Moose Factory,CA,51.2585,-80.6094,26.6,86,100,12.66,snow
1212,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1213,Mogoytuy,RU,51.2833,114.9167,12.67,92,93,2.59,overcast clouds
1214,Ahipara,NZ,-35.1667,173.1667,58.21,89,59,7.87,broken clouds
1215,Kapaa,US,22.0752,-159.319,75.18,79,40,20.71,light rain
1216,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1217,Nouadhibou,MR,20.931,-17.0347,76.98,61,4,6.91,clear sky
1218,Ancud,CL,-41.8697,-73.8203,54.64,91,98,7.45,light rain
1219,Bengkulu,ID,-3.8004,102.2655,75.87,88,100,2.82,very heavy rain
1220,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1221,Husavik,IS,66.0449,-17.3389,37.83,80,19,6.8,few clouds
1222,Alpena,US,45.0617,-83.4327,37.72,76,100,14.97,overcast clouds
1223,Cervignano Del Friuli,IT,45.8211,13.3381,61.34,79,100,2.3,overcast clouds
1224,Iqaluit,CA,63.7506,-68.5145,6.53,77,75,4.61,light snow
1225,Cabo San Lucas,MX,22.8909,-109.9124,79.05,57,74,2.33,broken clouds
1226,Lincoln,US,40.8,-96.667,22.28,74,100,11.5,overcast clouds
1227,Narasannapeta,IN,18.4167,84.05,74.12,70,62,6.51,broken clouds
1228,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1229,Roald,NO,62.5833,6.1333,54.91,87,40,10.36,scattered clouds
1230,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1231,Butaritari,KI,3.0707,172.7902,80.24,78,82,13.87,broken clouds
1232,Cap Malheureux,MU,-19.9842,57.6142,71.47,65,12,5.01,few clouds
1233,Narsaq,GL,60.9167,-46.05,37.62,78,31,5.75,scattered clouds
1234,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1235,Bredasdorp,ZA,-34.5322,20.0403,67.98,49,0,19.69,clear sky
1236,Hermanus,ZA,-34.4187,19.2345,67.8,69,0,18.16,clear sky
1237,Hay River,CA,60.8156,-115.7999,17.58,86,40,10.36,scattered clouds
1238,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1239,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,11.5,scattered clouds
1240,Castro,BR,-24.7911,-50.0119,77.54,55,17,6.6,few clouds
1241,Suez,EG,29.9737,32.5263,72.21,51,0,13.94,clear sky
1242,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1243,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1244,Nikolskoye,RU,59.7035,30.7861,51.69,66,38,18.5,scattered clouds
1245,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1246,Hermanus,ZA,-34.4187,19.2345,67.8,69,0,18.16,clear sky
1247,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
1248,Carnarvon,AU,-24.8667,113.6333,65.89,55,0,26.71,clear sky
1249,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1250,Nome,US,64.5011,-165.4064,19.47,73,0,5.75,clear sky
1251,Kalabo,ZM,-14.97,22.6814,72.86,75,99,3.65,light rain
1252,San Quintin,MX,30.4833,-115.95,63.3,43,63,2.19,broken clouds
1253,Ahipara,NZ,-35.1667,173.1667,58.21,89,59,7.87,broken clouds
1254,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,86,75,10.36,broken clouds
1255,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,74,40,19.57,scattered clouds
1256,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1257,Maxixe,MZ,-23.8597,35.3472,80.42,78,20,9.22,few clouds
1258,Qaqortoq,GL,60.7167,-46.0333,26.73,83,49,3.06,scattered clouds
1259,Ahipara,NZ,-35.1667,173.1667,58.21,89,59,7.87,broken clouds
1260,Nome,US,64.5011,-165.4064,19.47,73,0,5.75,clear sky
1261,Bolobo,CD,-2.1667,16.2333,73.47,89,53,4.25,light rain
1262,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1263,Jamestown,US,42.097,-79.2353,43.02,80,100,10.36,overcast clouds
1264,Nicoya,CR,10.1483,-85.452,81.23,78,92,3.89,overcast clouds
1265,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1266,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1267,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,23.02,scattered clouds
1268,Avarua,CK,-21.2078,-159.775,71.65,68,75,5.75,broken clouds
1269,Kapaa,US,22.0752,-159.319,75.18,79,40,20.71,light rain
1270,Shibetsu,JP,43.659,145.132,47.73,79,94,5.48,overcast clouds
1271,Bluff,NZ,-46.6,168.3333,48.51,86,85,7.54,overcast clouds
1272,Majene,ID,-3.5403,118.9707,78.3,88,100,5.55,overcast clouds
1273,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.32,overcast clouds
1274,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1275,Bluff,NZ,-46.6,168.3333,48.51,86,85,7.54,overcast clouds
1276,Nalgonda,IN,17.05,79.2667,73.0,74,84,2.44,broken clouds
1277,Ambilobe,MG,-13.2,49.05,76.75,78,49,2.86,light rain
1278,Algiers,DZ,36.7525,3.042,71.42,64,20,16.11,few clouds
1279,Constitucion,CL,-35.3333,-72.4167,60.48,69,47,12.28,scattered clouds
1280,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1281,Shache,CN,38.4167,77.2406,41.95,30,81,5.64,broken clouds
1282,Victoria,HK,22.2855,114.1577,76.32,85,0,3.0,clear sky
1283,Butaritari,KI,3.0707,172.7902,80.24,78,82,13.87,broken clouds
1284,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.32,overcast clouds
1285,Nanortalik,GL,60.1432,-45.2371,30.13,79,73,2.51,broken clouds
1286,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1287,Talcahuano,CL,-36.7167,-73.1167,62.28,67,40,16.11,scattered clouds
1288,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1289,Pervoye Maya,RU,56.164,44.7196,49.35,88,100,21.79,light rain
1290,Kodinsk,RU,58.6881,99.1844,27.23,94,100,7.7,light snow
1291,Naze,JP,28.3667,129.4833,74.32,88,6,14.32,light rain
1292,Kirksville,US,40.1948,-92.5833,27.57,68,100,9.22,overcast clouds
1293,Inirida,CO,3.8653,-67.9239,93.94,47,83,2.13,moderate rain
1294,Port Lincoln,AU,-34.7333,135.8667,60.03,80,96,20.67,overcast clouds
1295,Half Moon Bay,US,37.4636,-122.4286,54.45,84,0,10.36,clear sky
1296,Cape Town,ZA,-33.9258,18.4232,67.12,82,75,17.27,moderate rain
1297,Talara,PE,-4.5772,-81.2719,74.16,64,0,11.5,clear sky
1298,Mahebourg,MU,-20.4081,57.7,73.69,68,20,3.44,few clouds
1299,Yulara,AU,-25.2406,130.9889,75.22,33,0,15.17,clear sky
1300,Nelson Bay,AU,-32.7167,152.15,66.11,97,26,13.0,scattered clouds
1301,Asau,RO,46.4333,26.4,42.28,73,73,4.23,broken clouds
1302,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1303,Mbini,GQ,1.574,9.6134,79.41,81,99,4.18,overcast clouds
1304,Port Alfred,ZA,-33.5906,26.891,66.18,95,97,16.62,light rain
1305,Qaanaaq,GL,77.484,-69.3632,-0.87,64,8,5.55,clear sky
1306,San Patricio,US,28.017,-97.5169,56.16,49,76,13.96,broken clouds
1307,Verkhoturye,RU,58.8627,60.8054,34.9,98,100,5.66,snow
1308,Port Alfred,ZA,-33.5906,26.891,66.18,95,97,16.62,light rain
1309,Monticello,US,45.3055,-93.7941,28.44,72,100,12.66,overcast clouds
1310,Hay River,CA,60.8156,-115.7999,17.58,86,40,10.36,scattered clouds
1311,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1312,Slave Lake,CA,55.2834,-114.769,30.18,93,100,9.22,overcast clouds
1313,Nhulunbuy,AU,-12.2333,136.7667,83.01,78,40,5.75,scattered clouds
1314,Hermanus,ZA,-34.4187,19.2345,67.8,69,0,18.16,clear sky
1315,Rock Sound,BS,24.9,-76.2,81.36,70,100,3.98,overcast clouds
1316,Codrington,AU,-38.2667,141.9667,53.78,97,91,8.7,moderate rain
1317,Qaanaaq,GL,77.484,-69.3632,-0.87,64,8,5.55,clear sky
1318,Eureka,US,40.8021,-124.1637,45.68,99,84,3.0,heavy intensity rain
1319,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1320,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1321,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1322,Bethel,US,41.3712,-73.414,71.19,68,100,10.36,overcast clouds
1323,Cherskiy,RU,68.75,161.3,-7.64,98,100,6.85,overcast clouds
1324,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1325,Mariental,NA,-24.6333,17.9667,81.5,8,0,20.85,clear sky
1326,Pacific Grove,US,36.6177,-121.9166,51.64,83,75,1.99,broken clouds
1327,Saskylakh,RU,71.9167,114.0833,-23.3,100,100,4.34,overcast clouds
1328,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1329,Lorengau,PG,-2.0226,147.2712,79.34,85,97,3.76,overcast clouds
1330,Sunyani,GH,7.3399,-2.3268,78.24,78,34,2.24,light rain
1331,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1332,Butaritari,KI,3.0707,172.7902,80.24,78,82,13.87,broken clouds
1333,Hobart,AU,-42.8794,147.3294,50.05,82,100,2.3,overcast clouds
1334,Carnarvon,AU,-24.8667,113.6333,65.89,55,0,26.71,clear sky
1335,New Norfolk,AU,-42.7826,147.0587,49.71,70,100,1.32,overcast clouds
1336,Tarnalelesz,HU,48.05,20.1833,47.82,82,63,1.74,broken clouds
1337,Punta Arenas,CL,-53.15,-70.9167,59.02,62,20,10.36,few clouds
1338,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1339,Constitucion,CL,-35.3333,-72.4167,60.48,69,47,12.28,scattered clouds
1340,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1341,Pemba,MZ,-12.974,40.5178,81.3,78,20,11.99,few clouds
1342,Muros,ES,42.7762,-9.0603,66.83,62,100,6.46,overcast clouds
1343,Cabo San Lucas,MX,22.8909,-109.9124,79.05,57,74,2.33,broken clouds
1344,Nouadhibou,MR,20.931,-17.0347,76.98,61,4,6.91,clear sky
1345,Kapaa,US,22.0752,-159.319,75.18,79,40,20.71,light rain
1346,Port Macquarie,AU,-31.4333,152.9167,60.89,93,78,8.77,broken clouds
1347,Souillac,MU,-20.5167,57.5167,73.78,68,20,3.44,few clouds
1348,Cherskiy,RU,68.75,161.3,-7.64,98,100,6.85,overcast clouds
1349,Khatanga,RU,71.9667,102.5,-23.42,97,99,8.55,overcast clouds
1350,Pangoa,PE,-12.1167,-73.0,86.36,54,87,4.61,overcast clouds
1351,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,79,100,12.84,overcast clouds
1352,Ekibastuz,KZ,51.6667,75.3667,36.28,96,100,25.88,overcast clouds
1353,Bambous Virieux,MU,-20.3428,57.7575,73.65,68,20,3.44,few clouds
1354,Otane,NZ,-39.8833,176.6333,58.01,93,36,2.19,scattered clouds
1355,Sinaloa,MX,25.0,-107.5,74.1,65,69,1.01,broken clouds
1356,Albany,US,42.6001,-73.9662,60.58,79,98,1.01,overcast clouds
1357,Rikitea,PF,-23.1203,-134.9692,73.8,84,100,18.39,overcast clouds
1358,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1359,Iqaluit,CA,63.7506,-68.5145,6.53,77,75,4.61,light snow
1360,Beregovoy,RU,55.173,73.2198,33.85,98,100,11.97,light snow
1361,Shar,KZ,49.5886,81.0453,33.46,97,100,21.59,snow
1362,Bluff,NZ,-46.6,168.3333,48.51,86,85,7.54,overcast clouds
1363,Leningradskiy,RU,69.3833,178.4167,-11.06,93,45,5.48,scattered clouds
1364,Kuito,AO,-12.3833,16.9333,67.6,68,100,4.79,overcast clouds
1365,Pangoa,PE,-12.1167,-73.0,86.36,54,87,4.61,overcast clouds
1366,Lao Cai,VN,22.4833,103.95,69.89,78,3,1.45,clear sky
1367,Peace River,CA,56.2501,-117.286,26.91,86,20,9.22,few clouds
1368,Qaanaaq,GL,77.484,-69.3632,-0.87,64,8,5.55,clear sky
1369,Marystown,CA,47.1666,-55.1483,43.86,100,100,7.0,overcast clouds
1370,Cidreira,BR,-30.1811,-50.2056,70.36,81,50,10.33,scattered clouds
1371,Khatanga,RU,71.9667,102.5,-23.42,97,99,8.55,overcast clouds
1372,Tasiilaq,GL,65.6145,-37.6368,33.96,84,100,28.92,snow
1373,Hermanus,ZA,-34.4187,19.2345,67.8,69,0,18.16,clear sky
1374,Bredasdorp,ZA,-34.5322,20.0403,67.98,49,0,19.69,clear sky
1375,Sitka,US,57.0531,-135.33,42.69,75,100,14.97,light rain
1376,Barrow,US,71.2906,-156.7887,5.02,92,100,9.22,overcast clouds
1377,Thompson,CA,55.7435,-97.8558,5.72,87,61,3.31,broken clouds
1378,Asau,RO,46.4333,26.4,42.28,73,73,4.23,broken clouds
1379,Sao Mateus,BR,-18.7161,-39.8589,84.22,58,99,8.03,overcast clouds
1380,Dong Hoi,VN,17.4833,106.6,76.23,86,97,0.87,overcast clouds
1381,Deputatskiy,RU,69.3,139.9,-21.71,100,94,3.67,overcast clouds
1382,Hervey Bay,AU,-25.2986,152.8535,71.46,69,1,8.39,clear sky
1383,Vaini,TO,-21.2,-175.2,73.56,100,20,3.44,few clouds
1384,Richards Bay,ZA,-28.783,32.0377,77.77,80,91,16.73,overcast clouds
1385,Carlagan,PH,14.975,122.0456,80.49,86,35,10.54,scattered clouds
1386,Hithadhoo,MV,-0.6,73.0833,81.68,72,39,15.61,scattered clouds
1387,Narsaq,GL,60.9167,-46.05,37.62,78,31,5.75,scattered clouds
1388,Mataura,NZ,-46.1927,168.8643,42.04,89,74,2.26,broken clouds
1389,Tiksi,RU,71.6872,128.8694,-17.88,100,73,0.98,broken clouds
1390,La Cruz,MX,23.9167,-106.9,75.96,64,21,3.44,few clouds
1391,Cayenne,GF,4.9333,-52.3333,78.84,89,75,2.3,broken clouds
1392,Torbay,CA,47.6666,-52.7314,38.28,95,100,17.27,light rain
1393,Kapaa,US,22.0752,-159.319,75.18,79,40,20.71,light rain
1394,Namibe,AO,-15.1961,12.1522,69.03,66,29,15.5,scattered clouds
1395,Ushuaia,AR,-54.8,-68.3,56.82,47,0,6.91,clear sky
1396,Busselton,AU,-33.65,115.3333,51.48,88,52,9.15,broken clouds
1397,Saskylakh,RU,71.9167,114.0833,-23.3,100,100,4.34,overcast clouds
